AIAExchange....@Đà Nẵng@Giám sát Kinh doanh@02/12/2021@Bảo hiểm@20 - 30 triệu@1 - 2 năm kinh nghiệm@Cao đẳng trở lên@Không yêu cầu
Công Ty Tnhh Mtv Đào Tạo Kỹ Thuật Và Thương Mại  Hai Bốn Giờ@Hồ Chí Minh@NHÂN VIÊN BÁN HÀNG LINH KIỆN KHÔNG YÊU CẦU NGOẠI HÌNH, KINH NGHIỆM@02/12/2021@Chăm sóc khách hàng@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Nữ
CÔNG TY CỔ PHẦN IN QA VIỆT NAM@Hà Nội@Lao Động Phổ Thông Làm Trong Ngành In Offset Và Gia Công Sau In@02/12/2021@['In ấn - Xuất bản', 'Sản xuất - Vận hành sản xuất', 'Ngành nghề khác']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Nam
Công ty TNHH Gifttify@Hà Nội@Trưởng nhóm Truyền thông Nội bộ@02/12/2021@Truyền thông@15 - 20 triệu@1 - 2 năm kinh nghiệm@Đại học trở lên@Không yêu cầu
Công ty TNHH Nhơn Mỹ@Hồ Chí Minh@NVKD Marketing Online@02/12/2021@Nhân viên kinh doanh@7 - 10 triệu@Không yêu cầu@Cao đẳng trở lên@Không yêu cầu
Vietstar Group.@Hồ Chí Minh@TRƯỞNG PHÒNG TUYỂN DỤNG (TEAM LEADER)@02/12/2021@Nhân sự@10 - 15 triệu@1 - 2 năm kinh nghiệm@Trung cấp trở lên@Không yêu cầu
Công ty TNHH Phúc Giang@Hồ Chí Minh@Nhân Viên Sales Online@02/12/2021@Nhân viên kinh doanh@7 - 10 triệu@1 - 2 năm kinh nghiệm@Trung cấp trở lên@Nam
Công ty bảo hiểm nhân thọ AiA Việt Nam- văn phòng AiA Exchange.@Quảng Ninh@[Hạ Long] Tuyển dụng Chuyên Viên Hoạch Định Tài Chính Tư Vấn Bảo Hiểm - AIA Exchange@02/12/2021@['Tài chính', 'Bảo hiểm', 'Nhân viên kinh doanh']@20 - 30 triệu@0 - 1 năm kinh nghiệm@Cao đẳng trở lên@Không yêu cầu
CÔNG TY CỔ PHẦN LONG SƠN – TOP 500 DN LỚN NHẤT VIỆT NAM@Hồ Chí Minh@TUYỂN NV MUA THÙNG CARTON TẠI TÂN PHÚ@02/12/2021@Vật tư - Thiết bị@10 - 15 triệu@0 - 1 năm kinh nghiệm@Cao đẳng trở lên@Nữ
Công ty cổ phần tư vấn đầu tư và thương mại Hợp Nhất@Hà Nội@[tuyển gấp] NHÂN VIÊN KỸ THUẬT PCCC@02/12/2021@['Kỹ thuật', 'Kỹ thuật ứng dụng', 'Vật tư - Thiết bị']@7 - 10 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
Công ty cổ phần tư vấn đầu tư và thương mại Hợp Nhất@Hà Nội@NHÂN VIÊN LÀM HỒ SƠ@02/12/2021@['An toàn lao động', 'Hành chính - Văn phòng', 'Kỹ thuật']@10 - 15 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
