Công Ty Cổ Phần Công Nghệ VIMO_@Thanh Hóa@CHUYÊN VIÊN KINH DOANH@18/12/2021@['Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Tư vấn']@10 - 15 triệu@0 - 1 năm kinh nghiệm@Trung cấp trở lên@Không yêu cầu
ELGAUCHO ARGENTINIAN STEAKHOUSE@Hồ Chí Minh@Cashier@18/12/2021@['Khách sạn - Nhà hàng', 'Thu ngân', 'Đầu bếp - phụ bếp']@Thỏa thuận@Không yêu cầu@Không yêu cầu@Không yêu cầu
Công ty CP Thương mại dịch vụ DZ Group.@Hà Nội@NHÂN VIÊN TRỰC PAGE@18/12/2021@['Chăm sóc khách hàng', 'Hành chính - Văn phòng', 'Tư vấn']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
VNP GROUP@Hà Nội@NHÂN VIÊN KINH DOANH THU NHẬP HẤP DẪN@17/12/2021@['Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Tư vấn']@15 - 20 triệu@0 - 1 năm kinh nghiệm@THPT trở lên@Không yêu cầu
Công Ty TNHH Truyền Thông Acs@Hà Nội@TUYỂN DỤNG VỊ TRÍ KẾ TOÁN TỔNG HỢP@17/12/2021@Kế toán - Kiểm toán@7 - 10 triệu@0 - 1 năm kinh nghiệm@Cao đẳng trở lên@Nữ
Công ty TNHH Vật liệu mới Công trình INDECOM@Hà Nội@CÁN BỘ KỸ THUẬT HIỆN TRƯỜNG@17/12/2021@['Giao thông vận tải - Thủy lợi - Cầu đường', 'Kỹ thuật', 'Xây dựng']@10 - 15 triệu@1 - 2 năm kinh nghiệm@Cao đẳng trở lên@Nam
Công Ty TNHH Truyền Thông Acs@Hà Nội@NHÂN VIÊN KINH DOANH ONLINE@17/12/2021@['Hành chính - Văn phòng', 'Nhân viên kinh doanh', 'Telesales']@15 - 20 triệu@Không yêu cầu@Trung cấp trở lên@Không yêu cầu
Ngân hàng TMCP Tiên Phong@Đồng Nai@VIỆC LÀM TẠI NHÀ KHÔNG YÊU CẦU KINH NGHIỆM@17/12/2021@['Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Tìm việc làm thêm']@10 - 15 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
CÔNG TY TNHH MANULIFE VIỆT NAM - VP HAI BÀ TRƯNG@Hà Nội@[MANULÌE HÀ NỘI] CHUYÊN VIÊN TƯ VẤN TÀI CHÍNH@17/12/2021@Bảo hiểm@15 - 20 triệu@Không yêu cầu@Cao đẳng trở lên@Không yêu cầu
Công Ty Tnhh Mt Tm Xnk Toàn Phát@Hồ Chí Minh@NHÂN VIÊN KINH DOANH NGÀNH HÀNG KỸ THUẬT MÔI TRƯỜNG@17/12/2021@['Môi trường - Xử lý chất thải', 'Kỹ thuật']@7 - 10 triệu@1 - 2 năm kinh nghiệm@Cao đẳng trở lên@Không yêu cầu
