CÔNG TY CP EDUCATION@Đồng Nai@Nhân Viên làm thêm part time 2-3h ngày lương7-9tr tháng uy tín nhận lương theo tuần@26/04/2021@['Dệt may - Da giày', 'Sinh viên làm thêm', 'Y tế - Dược']@10 - 15 triệu@Không yêu cầu@Trung học trở lên@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN TELESALE [ NHÂN VIÊN TƯ VẤN ]@26/04/2021@['Chăm sóc khách hàng', 'Tư vấn', 'Tài chính']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@[ TELESALE ] - NHÂN VIÊN TƯ VẤN TÀI CHÍNH CSKH@26/04/2021@['Chăm sóc khách hàng', 'Telesales', 'Nhân viên kinh doanh']@7 - 10 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
Công ty Minh Minh@Hà Nội@Nhân viên Nữ phục vụ Nhà hàng, Karaoke, Bar@27/04/2021@Lao động phổ thông@20 - 30 triệu@Không yêu cầu@Không yêu cầu@Nữ
Cty TNHH DVBV An ninh chất lượng cao Tùng Dương@Hồ Chí Minh@Tuyển 10 Nam bảo vệ cơ động trực trám theo khu vực@27/04/2021@Bảo vệ@7 - 10 triệu@0 - 1 năm kinh nghiệm@Không yêu cầu@Nam
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@[ NGÂN HÀNG SHINHAN BANK ] - TUYỂN NV CSKH@27/04/2021@['Chăm sóc khách hàng', 'Telesales', 'Ngân hàng - Chứng khoán - Đầu tư']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
FPT Telecom chi nhánh Bình Dương@Bình Dương@[GẤP FPT] TUYỂN NHÂN VIÊN KINH DOANH_BÌNH DƯƠNG@27/04/2021@['Nhân viên kinh doanh', 'Telesales', 'Tư vấn']@10 - 15 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN NHÂN VIÊN TƯ VẤN TÀI CHÍNH [ CSKH ]@28/04/2021@['Hành chính - Văn phòng', 'Telesales', 'Tài chính']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN NHÂN VIÊN TƯ VẤN TÀI CHÍNH CSKH@28/04/2021@['Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Ngân hàng - Chứng khoán - Đầu tư']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
Bất Động Sản Đại Tín 2@Hà Nội@Môi giới BĐS Hà Nội@29/04/2021@['Lương cao', 'Nhân viên kinh doanh', 'Sinh viên làm thêm']@Trên 30 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH ĐỊA ỐC TIẾN TRẦN GROUP@Hồ Chí Minh@Nhân Viên Chăm Sóc Khách Hàng@29/04/2021@Nhân viên kinh doanh@10 - 15 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN NHÂN VIÊN TƯ VẤN TÀI CHÍNH [ TELESALE ]@29/04/2021@['Hành chính - Văn phòng', 'Việc làm bán hàng', 'Nhân viên kinh doanh']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
Công Ty Cổ Phần Công Nghệ Supersoft@Hồ Chí Minh@Chuyên viên Digital Marketing@29/04/2021@['Tiếp thị - Quảng cáo', 'Marketing - PR', 'Quản trị kinh doanh']@10 - 15 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN 5 NHÂN VIÊN TƯ VẤN TÀI CHÍNH@04/05/2021@['Chăm sóc khách hàng', 'Quản trị kinh doanh', 'Telesales']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@TUYỂN CHUYÊN VIÊN TƯ VẤN TÀI CHÍNH [ TELESALE ]@04/05/2021@['Chăm sóc khách hàng', 'Telesales', 'Tài chính']@7 - 10 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
CÔNG TY BĐS PROPZY VIỆT NAM@Hồ Chí Minh@CẦN TUYỂN CHUYÊN VIÊN TƯ VẤN CSKH@05/05/2021@['Chăm sóc khách hàng', 'Tư vấn', 'Telesales']@10 - 15 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
Đèn Hoàng Gia 216 nx@Hà Nội@nhân viên lắp đặt@05/05/2021@Lao động phổ thông@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Nam
Trung Tâm Giới Thiệu Người Giúp Việc Nhà,Chăm Bé,Nuôi bệnh,Nuôi Người Sanh Đẻ,Tạp Vụ KS,Nhà Hàng,Quán Ăn LH 0968048340 - 0943058925 Anh Hưng@Hồ Chí Minh@Cần Tìm Người Giữ Trẻ Nuôi Bệnh Gọi Dịch Vụ giúp Việc Nhà Sao Mai Là Có Người@06/05/2021@['Giúp việc', 'Lao động phổ thông', 'Phục vụ - Tạp vụ']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Nữ
Công Ty Tnhh Dịch Vụ Giáo Dục Eschooling Việt Nam@Hồ Chí Minh@[Quận 9] Nhân viên Lễ Tân Tư vấn@06/05/2021@Giáo dục - Đào tạo@5 - 7 triệu@0 - 1 năm kinh nghiệm@Không yêu cầu@Nữ
Công Ty Cổ Phần Xây Dựng Và Phát Triển Công Nghệ Cme@Hà Nội@Nhân viên Marketing@06/05/2021@['Xây dựng', 'Ngành nghề khác', 'Dịch vụ']@7 - 10 triệu@0 - 1 năm kinh nghiệm@Trung cấp trở lên@Không yêu cầu
Công Ty Tnhh Dịch Vụ Giáo Dục Eschooling Việt Nam@Hồ Chí Minh@[Quận 9] Nhân viên Telesales CSKH@06/05/2021@Giáo dục - Đào tạo@3 - 5 triệu@0 - 1 năm kinh nghiệm@Không yêu cầu@Nữ
