công ty cổ phần care with love@Hồ Chí Minh@[Designer] Nhân Viên Thiết Kế@03/08/2018@IT phần mềm@7 - 10 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty cổ phần care with love@Hồ Chí Minh@[Q2] Quản Lý Nhà Hàng Chay@03/08/2018@Báo chí - Truyền hình@10 - 15 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty cổ phần care with love@Hồ Chí Minh@[Web] Quản Trị Website@04/08/2018@Marketing - PR@5 - 7 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
cn cty TNHH một thành viên dv bảo vệ thăng long@Hồ Chí Minh@Lao Động Phổ Thông Bao Ăn Ở 6-9 Triệu.@16/08/2018@Bảo vệ@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
công ty cổ phần care with love@Hồ Chí Minh@Nhân Viên Kinh Doanh Nhà Hàng Chay@09/09/2018@['Du lịch', 'Quản lý điều hành']@5 - 7 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
nghiên cứu thị trường@Hồ Chí Minh@Thời Vụ Tham Dự Hội Nghị@29/09/2018@Tìm việc làm thêm@7 - 10 triệu@Không yêu cầu@Trung học trở lên@Không yêu cầu
ThanhTrungMobile@Hồ Chí Minh@Trực Tổng Đài Tiếp Nhận Máy@28/07/2019@['Việc làm bán hàng', 'Lao động phổ thông', 'Chăm sóc khách hàng']@7 - 10 triệu@0 - 1 năm kinh nghiệm@Trung học trở lên@Nữ
công ty TMHH MTV Vân Phương@Hồ Chí Minh@nhân viên bán hàng@28/09/2019@Việc làm bán hàng@7 - 10 triệu@Không yêu cầu@Khác@Không yêu cầu
cty bảo vệ thăng long@Hà Nội@đội trưởng bảo vệ@09/10/2019@Bảo vệ@5 - 7 triệu@Không yêu cầu@Khác@Nam
cty bảo vệ thăng long@Hà Nội@ca trưởng@10/10/2019@['Bảo vệ', 'Bảo vệ']@5 - 7 triệu@Không yêu cầu@THPT trở lên@Nam
xưởng quẩy Ha Nội@Hà Nội@công nhân@12/10/2019@['Lao động phổ thông', 'Nhân sự', 'Ngành nghề khác']@3 - 5 triệu@0 - 1 năm kinh nghiệm@Khác@Nam
cty bảo vệ thăng long@Hà Nội@cán bộ nghiệp vụ@17/10/2019@['Bảo vệ', 'Xây dựng', 'Hành chính - Văn phòng']@10 - 15 triệu@2 - 5 năm kinh nghiệm@Chứng chỉ@Nam
honda@Hà Nội@công nhân sản xuất nữ@30/11/2019@['Lao động phổ thông', 'Dệt may - Da giày', 'Sản xuất - Vận hành sản xuất']@7 - 10 triệu@Không yêu cầu@Khác@Nữ
CT Làm mi giả Nam Huỳnh@Cần Thơ@Nhân viên bán thời gian@07/02/2020@['Sinh viên làm thêm', 'Việc làm Tết', 'Việc làm thời vụ']@Thỏa thuận@Không yêu cầu@Không yêu cầu@Không yêu cầu
Be Start Coffee@Hồ Chí Minh@Nhân viên pha chế coffee pha máy take away@08/02/2020@Việc làm bán hàng@1 - 3 triệu@Không yêu cầu@Khác@Nữ
Happy@Hồ Chí Minh@nhân viên chăm sóc tư vấn sức khỏe@19/02/2020@Chăm sóc khách hàng@5 - 7 triệu@Không yêu cầu@THPT trở lên@Không yêu cầu
Doanh nghiệp tư nhân Trọng Nhân@Bà Rịa Vũng Tàu@Nhân viên hành chính@20/02/2020@['Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Startup']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
