10300,2013,69525,Lake Park, FL,1C3CCBCGXDN706818,Chrysler,200Sedan
13895,2016,48069,Phoenix, AZ,1C3CCCAB0GN160371,Chrysler,200Limited
9995,2013,69890,Beaumont, TX,1C3CCBBB1DN542171,Chrysler,200Sedan
8000,2010,99026,Louisville, KY,2C3CA5CV7AH138926,Chrysler,3004dr
12888,2015,54075,Bennington, VT,1C3CCCAB2FN747704,Chrysler,200Limited
14395,2016,42195,Conway, SC,1C3CCCAB1GN102625,Chrysler,200Limited
10000,2011,72078,Enterprise, AL,1C3BC2FB2BN604759,Chrysler,2004dr
14895,2015,43068,Idaho Falls, ID,1C3CCCAB3FN757755,Chrysler,200Limited
12888,2013,34575,Manassas, VA,1C3CCBBG5DN720191,Chrysler,200Sedan
8490,2013,87545,Bladensburg, MD,1C3CCBBG8DN678101,Chrysler,200Sedan
8975,2014,90311,Decatur, AL,1C3CCBAB8EN211252,Chrysler,200Sedan
16988,2015,10222,Matteson, IL,1C3CCCBB7FN682119,Chrysler,200S
16988,2016,16475,Cincinnati, OH,1C3CCCAB0GN120744,Chrysler,200Limited
15991,2015,31174,Iowa City, IA,1C3CCCBB4FN625439,Chrysler,200S
13476,2015,44774,Lackawanna, NY,1C3CCCBB7FN744750,Chrysler,200S
7995,2014,118972,Greensboro, NC,1C3CCBBG2EN106121,Chrysler,200Sedan
7994,2012,84997,Fairfield, OH,1C3CCBAB8CN295893,Chrysler,2004dr
14884,2015,37648,Santa Clara, CA,1C3CCCCBXFN585396,Chrysler,200C
13564,2015,53567,Edgewood, MD,1C3CCCAB0FN588651,Chrysler,200Limited
14985,2015,33022,Cherry Hill, NJ,1C3CCCABXFN717706,Chrysler,200Limited
15995,2014,33399,New Braunfels, TX,2C3CCAAG9EH189812,Chrysler,300300
13991,2015,49535,Napa, CA,1C3CCCBB1FN660360,Chrysler,200S
15475,2015,29206,Van Nuys, CA,1C3CCCCG7FN522395,Chrysler,200C
4300,2007,135569,Bloomingdale, NJ,2A8GF68XX7R333977,Chrysler,Pacifica4dr
12990,2015,60559,Antioch, CA,1C3CCCAB4FN641755,Chrysler,200Limited
