Công Ty Tư vấn Quản Lý Doanh Nghiệp@Khánh Hòa@Nhân Viên Chăm Sóc Khách Hàng@10/11/2021@Tư vấn@5 - 7 triệu@1 - 2 năm kinh nghiệm@Cao đẳng trở lên@Nữ
Công Ty Cổ Phần Dịch Vụ Và Đầu Tư Tân Long@Hà Nội@Chuyên Viên Social Media Lương Cứng Từ 10-15Tr Tháng Thưởng@10/11/2021@Marketing - PR@10 - 15 triệu@1 - 2 năm kinh nghiệm@Cao đẳng trở lên@Không yêu cầu
CÔNG TY TÀI CHÍNH NGÂN HÀNG QUÂN ĐỘI MB BANK@Hà Tĩnh@TRƯỞNG NHÓM KINH DOANH@10/11/2021@['KD bất động sản', 'Quản trị kinh doanh']@20 - 30 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Bình Dương@[ACFC - BÌNH DƯƠNG] QUẢN LÝ CỬA HÀNG THỜI TRANG CAO CẤP@10/11/2021@['Mỹ phẩm - Thời trang - Trang sức', 'Quản lý điều hành', 'Việc làm bán hàng']@10 - 15 triệu@1 - 2 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Hồ Chí Minh@[ACFC - HỒ CHÍ MINH] NHÂN VIÊN TRƯNG BÀY SẢN PHẨM@10/11/2021@['Mỹ phẩm - Thời trang - Trang sức', 'Việc làm bán hàng']@7 - 10 triệu@0 - 1 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Hồ Chí Minh@[ACFC - HỒ CHÍ MINH] NHÂN VIÊN KHO@10/11/2021@['Kế toán - Kiểm toán', 'Nhân viên kinh doanh', 'Tư vấn']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Hồ Chí Minh@[ACFC - HỒ CHÍ MINH] NHÂN VIÊN THU NGÂN@10/11/2021@['Kế toán - Kiểm toán', 'Mỹ phẩm - Thời trang - Trang sức', 'Thu ngân']@7 - 10 triệu@0 - 1 năm kinh nghiệm@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Hồ Chí Minh@[ACFC - HỒ CHÍ MINH] NHÂN VIÊN BÁN HÀNG THỜI TRANG CAO CẤP@10/11/2021@['Nhân viên kinh doanh', 'Tư vấn', 'Việc làm bán hàng']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
công ty TNHH thời trang và mỹ phẩm âu châu (acfc)@Bình Dương@[ACFC - BÌNH DƯƠNG] NHÂN VIÊN BÁN HÀNG THỜI TRANG@10/11/2021@['Nhân viên kinh doanh', 'Tư vấn', 'Việc làm bán hàng']@7 - 10 triệu@Không yêu cầu@Không yêu cầu@Không yêu cầu
Công Ty Tư vấn Quản Lý Doanh Nghiệp@Khánh Hòa@Chuyên Viên Marketing@11/11/2021@Marketing - PR@7 - 10 triệu@1 - 2 năm kinh nghiệm@Đại học trở lên@Không yêu cầu
