12990,2013,69530,Glendale, CA,1FADP5BU5DL509571,Ford,C-Max
5690,2011,96277,Denton, TX,3FADP4BJ7BM228593,Ford,Fiesta4dr
15244,2015,41205,Ocala, FL,1FMCU0G75FUC32398,Ford,EscapeFWD
9875,2012,68074,Albertville, AL,1FAHP3N24CL231146,Ford,Focus5dr
19187,2017,20760,Hazelwood, MO,1FMCU0G90HUC56080,Ford,EscapeFWD
15500,2016,46742,Monroe, WI,1FMCU0G92GUC45449,Ford,EscapeFWD
13987,2015,46547,Alpharetta, GA,1FMCU0F74FUA58843,Ford,EscapeFWD
9500,2014,67050,Provo, UT,3FADP4TJ9EM174815,Ford,FiestaHatchback
13280,2013,63106,Killeen, TX,1FMCU0HXXDUD68814,Ford,EscapeSEL
19187,2017,20784,New Castle, DE,1FMCU0G99HUC28827,Ford,EscapeFWD
6472,2009,90287,Manchester, NH,1FMCU93G19KA77407,Ford,Escape4WD
15995,2016,33600,Lake Bluff, IL,1FMCU0F72GUB80361,Ford,EscapeFWD
16499,2014,17552,Middleton, WI,1FMCU0G93EUD70831,Ford,EscapeSE
15590,2017,44481,South Easton, MA,1FMCU0GDXHUA52424,Ford,EscapeFWD
5495,2006,110000,Beverly, MA,3FAHP07176R195641,Ford,Fusion4dr
19187,2017,20811,Vero Beach, FL,1FMCU0G9XHUC28772,Ford,EscapeFWD
15795,2014,30214,Avon, IN,1FMCU0G9XEUD78750,Ford,EscapeSE
13984,2016,65052,Macon, GA,1FMCU0GX0GUA30439,Ford,EscapeFWD
15985,2015,31472,San Antonio, TX,1FMCU0F79FUA77775,Ford,EscapeFWD
8000,2014,108027,BROKEN ARROW, OK,1FADP3F2XEL123355,Ford,FocusSedan
7688,2011,85436,Lombard, IL,1FAHP3GN8BW113427,Ford,Focus4dr
10795,2012,97798,Miamisburg, OH,3FAHP0GAXCR419917,Ford,Fusion4dr
15998,2014,26342,Olathe, KS,1FMCU0GX2EUE10105,Ford,EscapeSE
14899,2014,37755,Leesburg, VA,1ZVBP8AM2E5223944,Ford,MustangCoupe
22299,2017,3762,San Diego, CA,1FADP5AU0HL103768,Ford,C-Max
18150,2016,43642,Clarksville, TN,3FA6P0K90GR207862,Ford,FusionTitanium
18997,2016,6189,Sacramento, CA,1FADP3L95GL213128,Ford,FocusHatchback
15400,2014,30847,Woodbridge, VA,1FMCU0GX7EUD97951,Ford,EscapeSE
15890,2013,54767,Union City, GA,3FA6P0K92DR212170,Ford,FusionTitanium
15790,2014,30414,Milford, MA,3FA6P0SU8ER303014,Ford,Fusion
19187,2017,20871,Victorville, CA,1FMCU0G92HUC04742,Ford,EscapeFWD
19922,2017,3054,Morrow, GA,1FMCU0GD1HUC30916,Ford,EscapeFWD
