39900,2015,15149,Naperville, IL,5FRYD4H41FB028565,Acura,MDXAWD
37998,2016,31724,Natick, MA,5FRYD4H44GB034751,Acura,MDXSH-AWD
39800,2016,21803,Montgomeryville, PA,5FRYD4H4XGB018134,Acura,MDXSH-AWD
24995,2015,41346,Addison, TX,19UUB1F55FA004537,Acura,TLXFWD
41775,2017,15017,Marietta, GA,5FRYD3H59HB003936,Acura,MDXFWD
38397,2016,33769,Orlando, FL,5FRYD4H44GB037312,Acura,MDXSH-AWD
36991,2015,42548,Plano, TX,5FRYD3H88FB003403,Acura,MDXFWD
37995,2015,33373,Spokane, WA,5FRYD4H42FB010009,Acura,MDXAWD
43000,2017,5621,Littleton, CO,5FRYD4H3XHB019308,Acura,MDXSH-AWD
16487,2008,93169,Denver, CO,2HNYD28388H506887,Acura,MDX4WD
40994,2016,10969,Roswell, GA,5FRYD4H90GB013505,Acura,MDXSH-AWD
40000,2016,29312,Newport News, VA,5FRYD4H40GB009555,Acura,MDXSH-AWD
39708,2016,30495,Overland Park, KS,5FRYD4H49GB045826,Acura,MDXSH-AWD
41692,2016,17391,San Antonio, TX,5FRYD4H68GB028436,Acura,MDXSH-AWD
28997,2016,35543,Orlando, FL,5J8TB3H30GL016149,Acura,RDXFWD
10900,2001,100600,Boaz, AL,2HNYD18881H509672,Acura,MDX4WD
39998,2016,12082,Palatine, IL,5FRYD4H41GB057095,Acura,MDXSH-AWD
37888,2015,27406,Tukwila, WA,5FRYD4H42FB002394,Acura,MDXAWD
36892,2016,39778,Elgin, IL,5FRYD4H44GB016752,Acura,MDXSH-AWD
13500,2009,102281,East Hanover, NJ,2HNYD28209H523787,Acura,MDXAWD
38999,2016,30577,North Canton, OH,5FRYD4H62GB037410,Acura,MDXSH-AWD
43000,2017,6262,Littleton, CO,5FRYD4H34HB016355,Acura,MDXSH-AWD
42320,2017,11135,Chamblee, GA,5FRYD3H58HB002888,Acura,MDXFWD
24597,2014,21217,Racine, WI,19UUA8F39EA005683,Acura,TLSpecial
39700,2016,22370,Countryside, IL,5FRYD4H60GB008357,Acura,MDXSH-AWD
39977,2016,18340,Morton Grove, IL,5FRYD4H45GB025847,Acura,MDXSH-AWD
39577,2016,21745,Cincinnati, OH,5FRYD4H42GB035851,Acura,MDXSH-AWD
38587,2015,23637,Springfield, NJ,5FRYD4H89FB015940,Acura,MDXAWD
38988,2016,26208,DAYTON, OH,5FRYD4H64GB060848,Acura,MDXSH-AWD
39488,2016,17540,Tukwila, WA,5FRYD4H25GB019013,Acura,MDXSH-AWD
38923,2015,29799,Bellevue, WA,5FRYD4H45FB019657,Acura,MDXAWD
28000,2015,26191,Falls Church, VA,19UUB3F78FA008367,Acura,TLXSH-AWD
41793,2016,6330,Boulder, CO,5FRYD4H25GB057146,Acura,MDXSH-AWD
27980,2016,20974,Dallas, TX,19UUB2F30GA007528,Acura,TLXFWD
23995,2012,73555,Naugatuck, CT,2HNYD2H35CH546708,Acura,MDXAWD
